Optimization,Result
-scev-aa -adce -argpromotion -break-crit-edges -constmerge -dce -gvn, secure
-always-inline -argpromotion -break-crit-edges -constmerge -dce -gvn, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -constmerge -dce -gvn, secure
-adce -always-inline -argpromotion -break-crit-edges -constmerge -dce -gvn, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -constmerge -dce -gvn, secure
-codegenprepare -constmerge -dce -gvn, secure
-scev-aa -codegenprepare -constmerge -dce -gvn, secure
-adce -codegenprepare -constmerge -dce -gvn, secure
-scev-aa -adce -codegenprepare -constmerge -dce -gvn, secure
-always-inline -codegenprepare -constmerge -dce -gvn, secure
-scev-aa -always-inline -codegenprepare -constmerge -dce -gvn, secure
-adce -always-inline -codegenprepare -constmerge -dce -gvn, secure
-scev-aa -adce -always-inline -codegenprepare -constmerge -dce -gvn, secure
-argpromotion -codegenprepare -constmerge -dce -gvn, secure
-scev-aa -argpromotion -codegenprepare -constmerge -dce -gvn, secure
-adce -argpromotion -codegenprepare -constmerge -dce -gvn, secure
-scev-aa -adce -argpromotion -codegenprepare -constmerge -dce -gvn, secure
-always-inline -argpromotion -codegenprepare -constmerge -dce -gvn, secure
-scev-aa -always-inline -argpromotion -codegenprepare -constmerge -dce -gvn, secure
-adce -always-inline -argpromotion -codegenprepare -constmerge -dce -gvn, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -constmerge -dce -gvn, secure
-break-crit-edges -codegenprepare -constmerge -dce -gvn, secure
-scev-aa -break-crit-edges -codegenprepare -constmerge -dce -gvn, secure
-adce -break-crit-edges -codegenprepare -constmerge -dce -gvn, secure
-scev-aa -adce -break-crit-edges -codegenprepare -constmerge -dce -gvn, secure
-always-inline -break-crit-edges -codegenprepare -constmerge -dce -gvn, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -constmerge -dce -gvn, secure
-adce -always-inline -break-crit-edges -codegenprepare -constmerge -dce -gvn, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -constmerge -dce -gvn, secure
-argpromotion -break-crit-edges -codegenprepare -constmerge -dce -gvn, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -gvn, secure
-adce -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -gvn, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -gvn, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -gvn, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -gvn, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -gvn, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -gvn, secure
-deadargelim -gvn, secure
-scev-aa -deadargelim -gvn, secure
-adce -deadargelim -gvn, secure
-scev-aa -adce -deadargelim -gvn, secure
-always-inline -deadargelim -gvn, secure
-scev-aa -always-inline -deadargelim -gvn, secure
-adce -always-inline -deadargelim -gvn, secure
-scev-aa -adce -always-inline -deadargelim -gvn, secure
-argpromotion -deadargelim -gvn, secure
-scev-aa -argpromotion -deadargelim -gvn, secure
-adce -argpromotion -deadargelim -gvn, secure
-scev-aa -adce -argpromotion -deadargelim -gvn, secure
-always-inline -argpromotion -deadargelim -gvn, secure
-scev-aa -always-inline -argpromotion -deadargelim -gvn, secure
-adce -always-inline -argpromotion -deadargelim -gvn, secure
-scev-aa -adce -always-inline -argpromotion -deadargelim -gvn, secure
-break-crit-edges -deadargelim -gvn, secure
-scev-aa -break-crit-edges -deadargelim -gvn, secure
-adce -break-crit-edges -deadargelim -gvn, secure
-scev-aa -adce -break-crit-edges -deadargelim -gvn, secure
-always-inline -break-crit-edges -deadargelim -gvn, secure
-scev-aa -always-inline -break-crit-edges -deadargelim -gvn, secure
-adce -always-inline -break-crit-edges -deadargelim -gvn, secure
-scev-aa -adce -always-inline -break-crit-edges -deadargelim -gvn, secure
-argpromotion -break-crit-edges -deadargelim -gvn, secure
-scev-aa -argpromotion -break-crit-edges -deadargelim -gvn, secure
-adce -argpromotion -break-crit-edges -deadargelim -gvn, secure
-scev-aa -adce -argpromotion -break-crit-edges -deadargelim -gvn, secure
-always-inline -argpromotion -break-crit-edges -deadargelim -gvn, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -deadargelim -gvn, secure
-adce -always-inline -argpromotion -break-crit-edges -deadargelim -gvn, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -deadargelim -gvn, secure
-codegenprepare -deadargelim -gvn, secure
-scev-aa -codegenprepare -deadargelim -gvn, secure
-adce -codegenprepare -deadargelim -gvn, secure
-scev-aa -adce -codegenprepare -deadargelim -gvn, secure
-always-inline -codegenprepare -deadargelim -gvn, secure
-scev-aa -always-inline -codegenprepare -deadargelim -gvn, secure
-adce -always-inline -codegenprepare -deadargelim -gvn, secure
-scev-aa -adce -always-inline -codegenprepare -deadargelim -gvn, secure
-argpromotion -codegenprepare -deadargelim -gvn, secure
-scev-aa -argpromotion -codegenprepare -deadargelim -gvn, secure
-adce -argpromotion -codegenprepare -deadargelim -gvn, secure
-scev-aa -adce -argpromotion -codegenprepare -deadargelim -gvn, secure
-always-inline -argpromotion -codegenprepare -deadargelim -gvn, secure
-scev-aa -always-inline -argpromotion -codegenprepare -deadargelim -gvn, secure
-adce -always-inline -argpromotion -codegenprepare -deadargelim -gvn, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -deadargelim -gvn, secure
-break-crit-edges -codegenprepare -deadargelim -gvn, secure
-scev-aa -break-crit-edges -codegenprepare -deadargelim -gvn, secure
-adce -break-crit-edges -codegenprepare -deadargelim -gvn, secure
-scev-aa -adce -break-crit-edges -codegenprepare -deadargelim -gvn, secure
-always-inline -break-crit-edges -codegenprepare -deadargelim -gvn, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -deadargelim -gvn, secure
-adce -always-inline -break-crit-edges -codegenprepare -deadargelim -gvn, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -deadargelim -gvn, secure
-argpromotion -break-crit-edges -codegenprepare -deadargelim -gvn, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -deadargelim -gvn, secure
-adce -argpromotion -break-crit-edges -codegenprepare -deadargelim -gvn, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -deadargelim -gvn, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -deadargelim -gvn, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -deadargelim -gvn, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -deadargelim -gvn, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -deadargelim -gvn, secure
-constmerge -deadargelim -gvn, secure
-scev-aa -constmerge -deadargelim -gvn, secure
-adce -constmerge -deadargelim -gvn, secure
-scev-aa -adce -constmerge -deadargelim -gvn, secure
-always-inline -constmerge -deadargelim -gvn, secure
-scev-aa -always-inline -constmerge -deadargelim -gvn, secure
-adce -always-inline -constmerge -deadargelim -gvn, secure
-scev-aa -adce -always-inline -constmerge -deadargelim -gvn, secure
-argpromotion -constmerge -deadargelim -gvn, secure
-scev-aa -argpromotion -constmerge -deadargelim -gvn, secure
-adce -argpromotion -constmerge -deadargelim -gvn, secure
-scev-aa -adce -argpromotion -constmerge -deadargelim -gvn, secure
-always-inline -argpromotion -constmerge -deadargelim -gvn, secure
-scev-aa -always-inline -argpromotion -constmerge -deadargelim -gvn, secure
-adce -always-inline -argpromotion -constmerge -deadargelim -gvn, secure
-scev-aa -adce -always-inline -argpromotion -constmerge -deadargelim -gvn, secure
-break-crit-edges -constmerge -deadargelim -gvn, secure
-scev-aa -break-crit-edges -constmerge -deadargelim -gvn, secure
-adce -break-crit-edges -constmerge -deadargelim -gvn, secure
-scev-aa -adce -break-crit-edges -constmerge -deadargelim -gvn, secure
-always-inline -break-crit-edges -constmerge -deadargelim -gvn, secure
-scev-aa -always-inline -break-crit-edges -constmerge -deadargelim -gvn, secure
-adce -always-inline -break-crit-edges -constmerge -deadargelim -gvn, secure
-scev-aa -adce -always-inline -break-crit-edges -constmerge -deadargelim -gvn, secure
-argpromotion -break-crit-edges -constmerge -deadargelim -gvn, secure
-scev-aa -argpromotion -break-crit-edges -constmerge -deadargelim -gvn, secure
-adce -argpromotion -break-crit-edges -constmerge -deadargelim -gvn, secure
-scev-aa -adce -argpromotion -break-crit-edges -constmerge -deadargelim -gvn, secure
-always-inline -argpromotion -break-crit-edges -constmerge -deadargelim -gvn, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -constmerge -deadargelim -gvn, secure
-adce -always-inline -argpromotion -break-crit-edges -constmerge -deadargelim -gvn, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -constmerge -deadargelim -gvn, secure
-codegenprepare -constmerge -deadargelim -gvn, secure
-scev-aa -codegenprepare -constmerge -deadargelim -gvn, secure
-adce -codegenprepare -constmerge -deadargelim -gvn, secure
-scev-aa -adce -codegenprepare -constmerge -deadargelim -gvn, secure
-always-inline -codegenprepare -constmerge -deadargelim -gvn, secure
-scev-aa -always-inline -codegenprepare -constmerge -deadargelim -gvn, secure
-adce -always-inline -codegenprepare -constmerge -deadargelim -gvn, secure
-scev-aa -adce -always-inline -codegenprepare -constmerge -deadargelim -gvn, secure
-argpromotion -codegenprepare -constmerge -deadargelim -gvn, secure
-scev-aa -argpromotion -codegenprepare -constmerge -deadargelim -gvn, secure
-adce -argpromotion -codegenprepare -constmerge -deadargelim -gvn, secure
-scev-aa -adce -argpromotion -codegenprepare -constmerge -deadargelim -gvn, secure
-always-inline -argpromotion -codegenprepare -constmerge -deadargelim -gvn, secure
-scev-aa -always-inline -argpromotion -codegenprepare -constmerge -deadargelim -gvn, secure
-adce -always-inline -argpromotion -codegenprepare -constmerge -deadargelim -gvn, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -constmerge -deadargelim -gvn, secure
-break-crit-edges -codegenprepare -constmerge -deadargelim -gvn, secure
-scev-aa -break-crit-edges -codegenprepare -constmerge -deadargelim -gvn, secure
-adce -break-crit-edges -codegenprepare -constmerge -deadargelim -gvn, secure
-scev-aa -adce -break-crit-edges -codegenprepare -constmerge -deadargelim -gvn, secure
-always-inline -break-crit-edges -codegenprepare -constmerge -deadargelim -gvn, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -constmerge -deadargelim -gvn, secure
-adce -always-inline -break-crit-edges -codegenprepare -constmerge -deadargelim -gvn, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -constmerge -deadargelim -gvn, secure
-argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -gvn, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -gvn, secure
-adce -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -gvn, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -gvn, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -gvn, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -gvn, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -gvn, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -gvn, secure
-dce -deadargelim -gvn, secure
-scev-aa -dce -deadargelim -gvn, secure
-adce -dce -deadargelim -gvn, secure
-scev-aa -adce -dce -deadargelim -gvn, secure
-always-inline -dce -deadargelim -gvn, secure
-scev-aa -always-inline -dce -deadargelim -gvn, secure
-adce -always-inline -dce -deadargelim -gvn, secure
-scev-aa -adce -always-inline -dce -deadargelim -gvn, secure
-argpromotion -dce -deadargelim -gvn, secure
-scev-aa -argpromotion -dce -deadargelim -gvn, secure
-adce -argpromotion -dce -deadargelim -gvn, secure
-scev-aa -adce -argpromotion -dce -deadargelim -gvn, secure
-always-inline -argpromotion -dce -deadargelim -gvn, secure
-scev-aa -always-inline -argpromotion -dce -deadargelim -gvn, secure
-adce -always-inline -argpromotion -dce -deadargelim -gvn, secure
-scev-aa -adce -always-inline -argpromotion -dce -deadargelim -gvn, secure
-break-crit-edges -dce -deadargelim -gvn, secure
-scev-aa -break-crit-edges -dce -deadargelim -gvn, secure
-adce -break-crit-edges -dce -deadargelim -gvn, secure
-scev-aa -adce -break-crit-edges -dce -deadargelim -gvn, secure
-always-inline -break-crit-edges -dce -deadargelim -gvn, secure
-scev-aa -always-inline -break-crit-edges -dce -deadargelim -gvn, secure
-adce -always-inline -break-crit-edges -dce -deadargelim -gvn, secure
-scev-aa -adce -always-inline -break-crit-edges -dce -deadargelim -gvn, secure
-argpromotion -break-crit-edges -dce -deadargelim -gvn, secure
-scev-aa -argpromotion -break-crit-edges -dce -deadargelim -gvn, secure
-adce -argpromotion -break-crit-edges -dce -deadargelim -gvn, secure
-scev-aa -adce -argpromotion -break-crit-edges -dce -deadargelim -gvn, secure
-always-inline -argpromotion -break-crit-edges -dce -deadargelim -gvn, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -dce -deadargelim -gvn, secure
-adce -always-inline -argpromotion -break-crit-edges -dce -deadargelim -gvn, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -dce -deadargelim -gvn, secure
-codegenprepare -dce -deadargelim -gvn, secure
-scev-aa -codegenprepare -dce -deadargelim -gvn, secure
-adce -codegenprepare -dce -deadargelim -gvn, secure
-scev-aa -adce -codegenprepare -dce -deadargelim -gvn, secure
-always-inline -codegenprepare -dce -deadargelim -gvn, secure
-scev-aa -always-inline -codegenprepare -dce -deadargelim -gvn, secure
-adce -always-inline -codegenprepare -dce -deadargelim -gvn, secure
-scev-aa -adce -always-inline -codegenprepare -dce -deadargelim -gvn, secure
-argpromotion -codegenprepare -dce -deadargelim -gvn, secure
-scev-aa -argpromotion -codegenprepare -dce -deadargelim -gvn, secure
-adce -argpromotion -codegenprepare -dce -deadargelim -gvn, secure
-scev-aa -adce -argpromotion -codegenprepare -dce -deadargelim -gvn, secure
-always-inline -argpromotion -codegenprepare -dce -deadargelim -gvn, secure
-scev-aa -always-inline -argpromotion -codegenprepare -dce -deadargelim -gvn, secure
-adce -always-inline -argpromotion -codegenprepare -dce -deadargelim -gvn, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -dce -deadargelim -gvn, secure
-break-crit-edges -codegenprepare -dce -deadargelim -gvn, secure
-scev-aa -break-crit-edges -codegenprepare -dce -deadargelim -gvn, secure
-adce -break-crit-edges -codegenprepare -dce -deadargelim -gvn, secure
-scev-aa -adce -break-crit-edges -codegenprepare -dce -deadargelim -gvn, secure
-always-inline -break-crit-edges -codegenprepare -dce -deadargelim -gvn, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -dce -deadargelim -gvn, secure
-adce -always-inline -break-crit-edges -codegenprepare -dce -deadargelim -gvn, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -dce -deadargelim -gvn, secure
